Rating,1 Week Change,Team,Division,Predicted Record_Wins,Predicted Record_Losses,Predicted Record_Ties,Regular Season Result_Win Division,Regular Season Result_Make Playoffs,Postseason Odds_Make Div Round,Postseason Odds_Make Conf Champ,Postseason Odds_Make Super Bowl,Postseason Odds_Win Super Bowl,Week
1.3,-0.1,Chicago,NFC North,7.2,8.8,0.0,1%,8%,3%,1%,0%,0%,9
1.1,0.3,Seattle,NFC West,9.5,6.5,0.0,5%,40%,17%,5%,2%,1%,9
1.0,-2.3,Carolina,NFC South,8.9,7.1,0.0,14%,26%,13%,5%,2%,1%,9
0.9,0.3,LA Chargers,AFC West,6.7,9.3,0.0,8%,11%,6%,2%,1%,0%,9
0.6,-0.1,Jacksonville,AFC South,8.1,7.9,0.0,14%,32%,17%,5%,2%,1%,9
0.5,-0.3,Pittsburgh,AFC North,8.0,8.0,0.0,16%,37%,19%,6%,2%,1%,9
0.5,-0.1,Tennessee,AFC South,7.7,8.3,0.0,8%,21%,11%,3%,1%,0%,9
0.2,-0.4,Indianapolis,AFC South,9.5,6.5,0.0,42%,65%,40%,15%,4%,1%,9
-0.3,-0.2,Tampa Bay,NFC South,6.7,9.3,0.0,1%,4%,2%,0%,0%,0%,9
-1.0,0.4,Cleveland,AFC North,7.3,8.7,0.0,12%,21%,11%,3%,1%,0%,9
-1.1,-0.2,Detroit,NFC North,7.1,7.9,1.0,1%,8%,3%,1%,0%,0%,9
-1.8,0.3,Denver,AFC West,5.4,10.6,0.0,1%,2%,1%,0%,0%,0%,9
-2.2,-1.5,Buffalo,AFC East,9.3,6.7,0.0,1%,61%,18%,3%,1%,0%,9
-2.8,0.5,Oakland,AFC West,7.1,8.9,0.0,7%,16%,7%,2%,0%,0%,9
-4.7,-0.4,Atlanta,NFC South,3.5,12.5,0.0,0%,0%,0%,0%,0%,0%,9
-6.6,0.1,NY Giants,NFC East,5.1,10.9,0.0,1%,2%,1%,0%,0%,0%,9
-7.0,-0.8,Arizona,NFC West,4.9,10.1,1.0,0%,0%,0%,0%,0%,0%,9
-7.5,-0.1,Cincinnati,AFC North,2.9,13.1,0.0,0%,0%,0%,0%,0%,0%,9
-7.7,-0.2,NY Jets,AFC East,5.0,11.0,0.0,0%,1%,0%,0%,0%,0%,9
-8.3,0.9,Washington,NFC East,3.5,12.5,0.0,0%,0%,0%,0%,0%,0%,9
-15.5,0.5,Miami,AFC East,1.7,14.3,0.0,0%,0%,0%,0%,0%,0%,9
10.9,-1.7,New England,AFC East,13.5,2.5,0.0,98%,100%,98%,75%,52%,31%,10
9.1,-0.8,San Francisco,NFC West,13.7,2.3,0.0,90%,99%,93%,64%,42%,22%,10
6.2,0.0,Kansas City,AFC West,10.3,5.7,0.0,83%,87%,68%,33%,14%,7%,10
5.5,1.7,Baltimore,AFC North,11.1,4.9,0.0,86%,93%,76%,40%,16%,8%,10
5.3,-0.1,Minnesota,NFC North,10.3,5.7,0.0,28%,65%,39%,18%,8%,4%,10
5.1,0.0,LA Rams,NFC West,9.8,6.2,0.0,3%,50%,25%,10%,5%,2%,10
4.6,0.1,New Orleans,NFC South,11.9,4.1,0.0,82%,92%,74%,39%,17%,7%,10
4.4,1.4,Houston,AFC South,10.0,6.0,0.0,60%,82%,57%,25%,9%,4%,10
4.2,-1.0,Green Bay,NFC North,11.2,4.8,0.0,70%,85%,60%,29%,12%,5%,10
4.1,0.6,Dallas,NFC East,9.5,6.5,0.0,60%,65%,39%,15%,6%,3%,10
2.1,1.2,LA Chargers,AFC West,7.4,8.6,0.0,10%,16%,9%,3%,1%,0%,10
1.4,0.2,Philadelphia,NFC East,9.4,6.6,0.0,40%,49%,25%,8%,3%,1%,10
1.4,0.3,Seattle,NFC West,10.0,6.0,0.0,7%,50%,21%,7%,3%,1%,10
1.4,0.4,Carolina,NFC South,9.3,6.7,0.0,18%,36%,18%,7%,3%,1%,10
0.9,-0.3,Chicago,NFC North,6.8,9.2,0.0,1%,4%,2%,1%,0%,0%,10
0.6,0.1,Pittsburgh,AFC North,8.4,7.6,0.0,11%,44%,19%,6%,2%,1%,10
0.5,0.3,Indianapolis,AFC South,9.2,6.8,0.0,32%,55%,29%,9%,3%,1%,10
0.1,-0.4,Tennessee,AFC South,7.1,8.9,0.0,5%,12%,6%,2%,1%,0%,10
-0.5,-0.2,Tampa Bay,NFC South,6.3,9.7,0.0,0%,1%,0%,0%,0%,0%,10
-0.7,-1.3,Jacksonville,AFC South,7.4,8.6,0.0,4%,15%,6%,1%,0%,0%,10
-1.3,-0.4,Cleveland,AFC North,6.6,9.4,0.0,3%,9%,3%,1%,0%,0%,10
-1.5,-0.4,Detroit,NFC North,6.5,8.5,1.0,1%,4%,2%,0%,0%,0%,10
-1.7,0.1,Denver,AFC West,5.8,10.2,0.0,1%,2%,1%,0%,0%,0%,10
-2.0,0.2,Buffalo,AFC East,9.6,6.4,0.0,2%,65%,19%,4%,1%,0%,10
-2.4,0.4,Oakland,AFC West,7.7,8.3,0.0,7%,20%,8%,2%,0%,0%,10
-4.6,0.2,Atlanta,NFC South,3.6,12.4,0.0,0%,0%,0%,0%,0%,0%,10
-6.1,0.8,Arizona,NFC West,4.8,10.2,1.0,0%,0%,0%,0%,0%,0%,10
-7.4,0.1,Cincinnati,AFC North,2.9,13.1,0.0,0%,0%,0%,0%,0%,0%,10
-7.5,-0.9,NY Giants,NFC East,4.7,11.3,0.0,0%,0%,0%,0%,0%,0%,10
-8.8,-0.5,Washington,NFC East,3.2,12.8,0.0,0%,0%,0%,0%,0%,0%,10
-8.9,-1.2,NY Jets,AFC East,4.1,11.9,0.0,0%,0%,0%,0%,0%,0%,10
-14.5,1.0,Miami,AFC East,2.6,13.5,0.0,0%,0%,0%,0%,0%,0%,10
11.2,0.3,New England,AFC East,13.6,2.4,0.0,99%,100%,99%,76%,52%,33%,11
8.1,-1.1,San Francisco,NFC West,12.7,3.3,0.0,74%,97%,84%,56%,35%,17%,11
7.2,1.8,Baltimore,AFC North,11.7,4.3,0.0,89%,97%,87%,54%,23%,13%,11
5.8,-0.3,Kansas City,AFC West,9.7,6.3,0.0,76%,81%,60%,23%,9%,5%,11
5.8,0.5,Minnesota,NFC North,10.9,5.1,0.0,32%,83%,55%,29%,14%,6%,11
4.5,-0.6,LA Rams,NFC West,9.1,6.9,0.0,2%,27%,14%,6%,3%,1%,11
4.3,0.1,Green Bay,NFC North,11.6,4.4,0.0,67%,93%,71%,38%,17%,7%,11
4.2,-0.2,Houston,AFC South,10.0,6.0,0.0,67%,82%,58%,24%,9%,4%,11
3.8,-0.4,Dallas,NFC East,8.9,7.1,0.0,49%,51%,30%,12%,5%,2%,11
2.7,-1.9,New Orleans,NFC South,10.8,5.2,0.0,71%,78%,54%,25%,11%,4%,11
2.2,0.8,Seattle,NFC West,10.9,5.1,0.0,24%,75%,41%,17%,8%,3%,11
1.9,-0.2,LA Chargers,AFC West,6.9,9.1,0.0,6%,9%,5%,1%,0%,0%,11
1.6,0.2,Philadelphia,NFC East,9.4,6.6,0.0,51%,56%,30%,11%,4%,1%,11
1.1,-0.3,Carolina,NFC South,9.0,7.0,0.0,28%,32%,17%,6%,2%,1%,11
1.1,0.4,Pittsburgh,AFC North,9.0,7.0,0.0,9%,60%,25%,7%,2%,1%,11
0.9,0.0,Chicago,NFC North,7.2,8.8,0.0,1%,4%,2%,1%,0%,0%,11
0.4,0.3,Tennessee,AFC South,7.9,8.1,0.0,10%,21%,10%,3%,1%,0%,11
-0.8,-1.3,Indianapolis,AFC South,8.1,7.9,0.0,19%,31%,15%,4%,1%,0%,11
-0.9,-0.3,Jacksonville,AFC South,7.4,8.6,0.0,4%,16%,6%,1%,0%,0%,11
-1.1,-0.6,Tampa Bay,NFC South,6.4,9.6,0.0,1%,1%,1%,0%,0%,0%,11
-1.2,0.1,Cleveland,AFC North,7.0,9.0,0.0,2%,12%,4%,1%,0%,0%,11
-1.6,-0.1,Detroit,NFC North,6.2,8.8,1.0,0%,1%,0%,0%,0%,0%,11
-1.8,-0.1,Denver,AFC West,5.8,10.2,0.0,1%,3%,1%,0%,0%,0%,11
-1.8,0.1,Buffalo,AFC East,9.1,6.9,0.0,1%,55%,16%,3%,1%,0%,11
-2.3,0.1,Oakland,AFC West,8.3,7.7,0.0,16%,32%,13%,3%,1%,0%,11
-2.7,1.9,Atlanta,NFC South,4.8,11.2,0.0,0%,0%,0%,0%,0%,0%,11
-5.9,0.3,Arizona,NFC West,4.6,10.4,1.0,0%,0%,0%,0%,0%,0%,11
-7.8,-0.3,NY Giants,NFC East,4.1,11.9,0.0,0%,0%,0%,0%,0%,0%,11
-8.4,0.5,NY Jets,AFC East,4.6,11.4,0.0,0%,0%,0%,0%,0%,0%,11
-8.7,0.1,Washington,NFC East,3.2,12.8,0.0,0%,0%,0%,0%,0%,0%,11
-8.9,-1.5,Cincinnati,AFC North,2.3,13.7,0.0,0%,0%,0%,0%,0%,0%,11
-12.8,1.6,Miami,AFC East,3.7,12.3,0.0,0%,0%,0%,0%,0%,0%,11
11.5,0.3,New England,AFC East,13.9,2.1,0.0,99%,100%,99%,79%,52%,34%,12
9.0,1.8,Baltimore,AFC North,12.3,3.7,0.0,97%,99%,95%,67%,31%,18%,12
7.5,-0.6,San Francisco,NFC West,12.6,3.4,0.0,71%,97%,81%,52%,32%,14%,12
5.9,0.1,Kansas City,AFC West,10.1,5.9,0.0,86%,91%,68%,24%,9%,5%,12
5.4,-0.4,Minnesota,NFC North,11.1,4.9,0.0,35%,88%,56%,29%,14%,6%,12
4.6,0.2,LA Rams,NFC West,9.4,6.6,0.0,2%,31%,16%,7%,3%,1%,12
4.1,-0.2,Green Bay,NFC North,11.6,4.4,0.0,65%,93%,68%,36%,17%,6%,12
4.1,0.4,Dallas,NFC East,9.4,6.6,0.0,62%,65%,38%,15%,6%,2%,12
3.6,0.9,New Orleans,NFC South,11.5,4.5,0.0,93%,94%,71%,34%,16%,6%,12
2.5,0.3,Seattle,NFC West,11.0,5.0,0.0,27%,79%,44%,19%,8%,3%,12
2.5,-1.7,Houston,AFC South,9.3,6.7,0.0,50%,70%,42%,11%,3%,2%,12
1.7,0.1,Philadelphia,NFC East,9.1,6.9,0.0,38%,43%,23%,8%,3%,1%,12
1.6,-0.3,LA Chargers,AFC West,6.5,9.5,0.0,0%,2%,1%,0%,0%,0%,12
0.6,-0.3,Chicago,NFC North,6.8,9.2,0.0,0%,1%,1%,0%,0%,0%,12
0.4,-0.6,Pittsburgh,AFC North,8.3,7.7,0.0,1%,39%,14%,3%,1%,0%,12
0.4,0.0,Tennessee,AFC South,8.0,8.0,0.0,12%,24%,12%,3%,1%,0%,12
0.2,0.9,Indianapolis,AFC South,8.8,7.2,0.0,37%,50%,27%,6%,2%,1%,12
-0.1,1.1,Cleveland,AFC North,7.6,8.4,0.0,1%,19%,7%,1%,0%,0%,12
-0.7,2.0,Atlanta,NFC South,6.0,10.0,0.0,0%,0%,0%,0%,0%,0%,12
-1.2,0.7,Buffalo,AFC East,9.4,6.6,0.0,1%,64%,19%,3%,1%,0%,12
-1.3,-2.3,Carolina,NFC South,7.8,8.2,0.0,7%,8%,4%,1%,0%,0%,12
-1.4,0.4,Denver,AFC West,5.7,10.3,0.0,0%,1%,1%,0%,0%,0%,12
-2.0,-0.4,Detroit,NFC North,5.8,9.2,1.0,0%,0%,0%,0%,0%,0%,12
-2.1,-1.2,Jacksonville,AFC South,6.7,9.3,0.0,1%,6%,2%,0%,0%,0%,12
-2.3,-1.2,Tampa Bay,NFC South,5.7,10.3,0.0,0%,0%,0%,0%,0%,0%,12
-2.5,-0.3,Oakland,AFC West,8.5,7.5,0.0,13%,36%,13%,2%,1%,0%,12
-5.4,0.4,Arizona,NFC West,4.5,10.5,1.0,0%,0%,0%,0%,0%,0%,12
-7.1,1.3,NY Jets,AFC East,5.4,10.6,0.0,0%,0%,0%,0%,0%,0%,12
-7.8,0.0,NY Giants,NFC East,4.2,11.8,0.0,0%,0%,0%,0%,0%,0%,12
-8.6,0.3,Cincinnati,AFC North,2.1,13.9,0.0,0%,0%,0%,0%,0%,0%,12
-9.9,-1.2,Washington,NFC East,2.6,13.4,0.0,0%,0%,0%,0%,0%,0%,12
-13.2,-0.3,Miami,AFC East,3.3,12.7,0.0,0%,0%,0%,0%,0%,0%,12
11.7,0.2,New England,AFC East,14.2,1.8,0.0,100%,100%,100%,79%,48%,31%,13
11.2,2.2,Baltimore,AFC North,12.9,3.1,0.0,99%,100%,99%,76%,39%,25%,13
8.8,1.4,San Francisco,NFC West,13.1,2.9,0.0,70%,100%,85%,58%,39%,18%,13
5.6,-0.3,Kansas City,AFC West,10.2,5.8,0.0,94%,95%,69%,20%,7%,4%,13
5.0,-0.4,Minnesota,NFC North,11.1,4.9,0.0,44%,93%,61%,31%,14%,5%,13
4.6,0.4,Dallas,NFC East,9.3,6.7,0.0,73%,74%,44%,17%,7%,3%,13
3.2,0.7,Seattle,NFC West,11.7,4.3,0.0,30%,96%,54%,23%,11%,4%,13
3.2,-0.4,New Orleans,NFC South,11.7,4.3,0.0,99%,99%,77%,38%,16%,5%,13
2.7,-2.0,LA Rams,NFC West,8.6,7.4,0.0,0%,15%,7%,2%,1%,0%,13
2.5,-1.6,Green Bay,NFC North,11.1,4.9,0.0,55%,91%,56%,26%,10%,3%,13
2.1,-0.4,Houston,AFC South,9.6,6.4,0.0,60%,76%,44%,9%,3%,1%,13
1.3,0.9,Tennessee,AFC South,8.5,7.5,0.0,20%,35%,18%,4%,1%,0%,13
1.2,-0.4,LA Chargers,AFC West,6.6,9.4,0.0,0%,1%,1%,0%,0%,0%,13
1.1,-0.6,Philadelphia,NFC East,8.4,7.6,0.0,27%,28%,14%,5%,2%,1%,13
0.6,0.2,Pittsburgh,AFC North,8.5,7.5,0.0,1%,45%,16%,3%,1%,0%,13
0.3,0.4,Cleveland,AFC North,7.7,8.3,0.0,0%,18%,6%,1%,0%,0%,13
0.0,-0.2,Indianapolis,AFC South,8.4,7.6,0.0,20%,34%,17%,3%,1%,0%,13
-0.1,1.1,Buffalo,AFC East,9.8,6.2,0.0,0%,80%,26%,4%,1%,0%,13
-0.3,-0.9,Chicago,NFC North,7.0,9.0,0.0,0%,2%,1%,0%,0%,0%,13
-1.1,0.2,Carolina,NFC South,7.5,8.5,0.0,1%,2%,1%,0%,0%,0%,13
-1.2,1.1,Tampa Bay,NFC South,6.6,9.4,0.0,0%,0%,0%,0%,0%,0%,13
-1.8,-1.1,Atlanta,NFC South,5.2,10.8,0.0,0%,0%,0%,0%,0%,0%,13
-2.5,-1.1,Denver,AFC West,5.2,10.8,0.0,0%,0%,0%,0%,0%,0%,13
-2.7,-0.7,Detroit,NFC North,5.1,9.9,1.0,0%,0%,0%,0%,0%,0%,13
-3.0,-0.9,Jacksonville,AFC South,6.3,9.7,0.0,0%,1%,0%,0%,0%,0%,13
-4.7,-2.2,Oakland,AFC West,7.7,8.3,0.0,6%,15%,5%,0%,0%,0%,13
-5.1,0.3,Arizona,NFC West,4.6,10.4,1.0,0%,0%,0%,0%,0%,0%,13
-5.2,2.0,NY Jets,AFC East,6.1,9.9,0.0,0%,1%,0%,0%,0%,0%,13
-7.1,0.7,NY Giants,NFC East,4.1,11.9,0.0,0%,0%,0%,0%,0%,0%,13
-8.4,0.2,Cincinnati,AFC North,1.7,14.3,0.0,0%,0%,0%,0%,0%,0%,13
-9.2,0.7,Washington,NFC East,3.3,12.7,0.0,0%,0%,0%,0%,0%,0%,13
-12.8,0.4,Miami,AFC East,3.2,12.8,0.0,0%,0%,0%,0%,0%,0%,13
11.4,0.1,Baltimore,AFC North,13.2,2.8,0.0,99%,100%,99%,76%,45%,29%,14
10.9,-0.8,New England,AFC East,13.4,2.6,0.0,99%,100%,99%,74%,39%,25%,14
9.1,0.3,San Francisco,NFC West,12.7,3.3,0.0,55%,99%,80%,54%,37%,17%,14
6.5,0.9,Kansas City,AFC West,10.4,5.6,0.0,99%,99%,73%,23%,9%,5%,14
4.6,-0.4,Minnesota,NFC North,10.6,5.4,0.0,27%,80%,45%,19%,8%,3%,14
4.0,1.3,LA Rams,NFC West,9.1,6.9,0.0,0%,24%,11%,4%,2%,1%,14
3.6,0.4,Seattle,NFC West,12.2,3.8,0.0,45%,99%,67%,32%,16%,5%,14
3.5,0.3,New Orleans,NFC South,12.1,3.9,0.0,100%,100%,85%,45%,19%,6%,14
3.4,-1.2,Dallas,NFC East,8.4,7.6,0.0,74%,74%,39%,14%,6%,2%,14
2.9,0.4,Green Bay,NFC North,11.5,4.5,0.0,72%,94%,60%,28%,11%,3%,14
2.5,0.4,Houston,AFC South,10.2,5.8,0.0,71%,86%,51%,11%,3%,1%,14
2.1,0.8,Tennessee,AFC South,9.2,6.8,0.0,26%,47%,24%,5%,1%,1%,14
1.1,-0.1,LA Chargers,AFC West,6.1,9.9,0.0,0%,0%,0%,0%,0%,0%,14
1.0,0.4,Pittsburgh,AFC North,9.0,7.0,0.0,1%,54%,18%,3%,1%,0%,14
1.0,1.1,Buffalo,AFC East,10.6,5.4,0.0,1%,95%,30%,6%,1%,1%,14
0.3,0.0,Cleveland,AFC North,7.3,8.7,0.0,0%,3%,1%,0%,0%,0%,14
0.1,-1.0,Philadelphia,NFC East,7.6,8.4,0.0,26%,26%,12%,4%,1%,0%,14
0.0,0.2,Chicago,NFC North,7.5,8.5,0.0,1%,3%,1%,0%,0%,0%,14
-0.3,1.0,Tampa Bay,NFC South,7.2,8.8,0.0,0%,0%,0%,0%,0%,0%,14
-0.7,-0.7,Indianapolis,AFC South,7.8,8.2,0.0,3%,9%,4%,1%,0%,0%,14
-1.9,-0.9,Carolina,NFC South,6.7,9.3,0.0,0%,0%,0%,0%,0%,0%,14
-2.1,-0.3,Atlanta,NFC South,4.7,11.3,0.0,0%,0%,0%,0%,0%,0%,14
-2.2,0.2,Denver,AFC West,5.8,10.2,0.0,0%,0%,0%,0%,0%,0%,14
-3.2,-0.4,Detroit,NFC North,4.5,10.5,1.0,0%,0%,0%,0%,0%,0%,14
-3.9,-0.9,Jacksonville,AFC South,5.8,10.2,0.0,0%,0%,0%,0%,0%,0%,14
-5.6,-0.9,Oakland,AFC West,7.5,8.5,0.0,1%,7%,1%,0%,0%,0%,14
-6.2,-1.1,Arizona,NFC West,4.1,10.9,1.0,0%,0%,0%,0%,0%,0%,14
-6.2,-1.1,NY Jets,AFC East,5.4,10.6,0.0,0%,0%,0%,0%,0%,0%,14
-7.5,0.9,Cincinnati,AFC North,2.3,13.7,0.0,0%,0%,0%,0%,0%,0%,14
-7.9,-0.8,NY Giants,NFC East,3.7,12.3,0.0,0%,0%,0%,0%,0%,0%,14
-8.4,0.9,Washington,NFC East,4.2,11.8,0.0,0%,0%,0%,0%,0%,0%,14
-11.8,0.9,Miami,AFC East,4.1,11.9,0.0,0%,0%,0%,0%,0%,0%,14
11.3,-0.1,Baltimore,AFC North,13.5,2.5,0.0,100%,100%,100%,78%,50%,32%,15
10.0,-0.9,New England,AFC East,12.6,3.4,0.0,98%,100%,97%,66%,31%,19%,15
9.0,-0.1,San Francisco,NFC West,13.1,2.9,0.0,71%,100%,88%,61%,43%,21%,15
7.2,0.7,Kansas City,AFC West,11.1,4.9,0.0,100%,100%,78%,29%,12%,6%,15
4.8,0.2,Minnesota,NFC North,10.8,5.2,0.0,31%,77%,46%,21%,9%,3%,15
4.6,0.6,LA Rams,NFC West,9.6,6.4,0.0,0%,31%,15%,6%,3%,1%,15
3.4,-0.1,New Orleans,NFC South,11.7,4.3,0.0,100%,100%,78%,40%,15%,5%,15
3.0,-0.6,Seattle,NFC West,11.8,4.2,0.0,29%,98%,58%,24%,12%,4%,15
3.0,-0.4,Dallas,NFC East,7.9,8.1,0.0,65%,65%,36%,13%,5%,2%,15
3.0,1.8,LA Chargers,AFC West,6.6,9.4,0.0,0%,0%,0%,0%,0%,0%,15
2.9,0.9,Tennessee,AFC South,9.7,6.3,0.0,46%,62%,35%,8%,2%,1%,15
2.6,-0.4,Green Bay,NFC North,11.6,4.4,0.0,68%,91%,62%,30%,11%,4%,15
1.3,-1.2,Houston,AFC South,9.4,6.6,0.0,53%,67%,35%,7%,2%,1%,15
1.2,0.2,Pittsburgh,AFC North,9.4,6.6,0.0,0%,69%,23%,4%,1%,0%,15
1.0,0.1,Buffalo,AFC East,10.4,5.6,0.0,2%,95%,31%,6%,2%,1%,15
0.5,0.6,Chicago,NFC North,8.0,8.0,0.0,1%,3%,1%,0%,0%,0%,15
0.2,-0.1,Cleveland,AFC North,7.5,8.5,0.0,0%,4%,1%,0%,0%,0%,15
-0.2,-0.3,Philadelphia,NFC East,7.8,8.2,0.0,35%,35%,16%,5%,1%,0%,15
-0.4,-0.1,Tampa Bay,NFC South,7.6,8.4,0.0,0%,0%,0%,0%,0%,0%,15
-0.6,0.1,Indianapolis,AFC South,7.5,8.5,0.0,1%,3%,1%,0%,0%,0%,15
-1.0,1.3,Denver,AFC West,6.6,9.4,0.0,0%,0%,0%,0%,0%,0%,15
-1.4,0.8,Atlanta,NFC South,5.2,10.8,0.0,0%,0%,0%,0%,0%,0%,15
-2.9,-0.9,Carolina,NFC South,6.2,9.8,0.0,0%,0%,0%,0%,0%,0%,15
-3.1,0.0,Detroit,NFC North,4.3,10.7,1.0,0%,0%,0%,0%,0%,0%,15
-5.5,-1.7,Jacksonville,AFC South,5.2,10.8,0.0,0%,0%,0%,0%,0%,0%,15
-6.3,-0.6,Oakland,AFC West,7.0,9.0,0.0,0%,0%,0%,0%,0%,0%,15
-6.3,-0.1,Arizona,NFC West,3.7,11.3,1.0,0%,0%,0%,0%,0%,0%,15
-6.8,-0.6,NY Jets,AFC East,5.6,10.4,0.0,0%,0%,0%,0%,0%,0%,15
-7.5,0.0,Cincinnati,AFC North,2.0,14.0,0.0,0%,0%,0%,0%,0%,0%,15
-7.8,0.2,NY Giants,NFC East,3.5,12.5,0.0,0%,0%,0%,0%,0%,0%,15
-8.0,0.4,Washington,NFC East,4.1,11.9,0.0,0%,0%,0%,0%,0%,0%,15
-11.4,0.4,Miami,AFC East,3.8,12.2,0.0,0%,0%,0%,0%,0%,0%,15
11.1,-0.2,Baltimore,AFC North,13.6,2.4,0.0,100%,100%,100%,79%,50%,32%,16
10.4,0.3,New England,AFC East,12.8,3.2,0.0,99%,100%,98%,67%,32%,20%,16
8.1,-1.0,San Francisco,NFC West,12.3,3.7,0.0,49%,100%,76%,48%,31%,14%,16
7.5,0.3,Kansas City,AFC West,11.4,4.6,0.0,100%,100%,78%,29%,12%,7%,16
6.3,1.5,Minnesota,NFC North,11.4,4.6,0.0,21%,98%,55%,25%,13%,5%,16
4.6,1.2,New Orleans,NFC South,12.1,3.9,0.0,100%,100%,80%,43%,20%,7%,16
4.2,1.3,Dallas,NFC East,8.4,7.6,0.0,67%,67%,38%,15%,6%,2%,16
3.6,-1.0,LA Rams,NFC West,9.1,6.9,0.0,0%,2%,1%,0%,0%,0%,16
3.2,0.2,Seattle,NFC West,12.3,3.7,0.0,51%,100%,70%,33%,16%,5%,16
2.7,0.1,Green Bay,NFC North,11.9,4.1,0.0,79%,100%,66%,31%,12%,4%,16
2.4,-0.5,Tennessee,AFC South,9.0,7.0,0.0,13%,48%,19%,4%,1%,1%,16
1.6,0.3,Houston,AFC South,10.0,6.0,0.0,87%,99%,55%,11%,3%,1%,16
1.5,0.4,Buffalo,AFC East,11.0,5.0,0.0,1%,100%,38%,7%,2%,1%,16
1.3,-1.7,LA Chargers,AFC West,6.0,10.0,0.0,0%,0%,0%,0%,0%,0%,16
0.8,1.2,Tampa Bay,NFC South,8.2,7.8,0.0,0%,0%,0%,0%,0%,0%,16
0.4,-0.2,Chicago,NFC North,7.6,8.4,0.0,0%,0%,0%,0%,0%,0%,16
0.3,0.5,Philadelphia,NFC East,8.1,7.9,0.0,33%,33%,15%,5%,2%,0%,16
0.3,-0.9,Pittsburgh,AFC North,8.8,7.2,0.0,0%,53%,14%,2%,1%,0%,16
-0.1,1.2,Atlanta,NFC South,6.1,9.9,0.0,0%,0%,0%,0%,0%,0%,16
-0.9,-1.1,Cleveland,AFC North,6.9,9.1,0.0,0%,0%,0%,0%,0%,0%,16
-1.6,-0.6,Denver,AFC West,6.4,9.6,0.0,0%,0%,0%,0%,0%,0%,16
-1.6,-1.0,Indianapolis,AFC South,7.1,8.9,0.0,0%,0%,0%,0%,0%,0%,16
-2.8,0.1,Carolina,NFC South,5.8,10.2,0.0,0%,0%,0%,0%,0%,0%,16
-3.9,-0.8,Detroit,NFC North,3.7,11.3,1.0,0%,0%,0%,0%,0%,0%,16
-5.3,0.2,Jacksonville,AFC South,5.8,10.2,0.0,0%,0%,0%,0%,0%,0%,16
-5.5,0.8,Arizona,NFC West,4.4,10.6,1.0,0%,0%,0%,0%,0%,0%,16
-6.7,-0.5,Oakland,AFC West,6.5,9.5,0.0,0%,0%,0%,0%,0%,0%,16
-6.8,0.0,NY Jets,AFC East,5.6,10.4,0.0,0%,0%,0%,0%,0%,0%,16
-7.0,0.8,NY Giants,NFC East,3.8,12.2,0.0,0%,0%,0%,0%,0%,0%,16
-8.0,-0.5,Cincinnati,AFC North,1.9,14.1,0.0,0%,0%,0%,0%,0%,0%,16
-8.1,-0.1,Washington,NFC East,3.7,12.3,0.0,0%,0%,0%,0%,0%,0%,16
-12.0,-0.5,Miami,AFC East,3.5,12.5,0.0,0%,0%,0%,0%,0%,0%,16
11.5,0.3,Baltimore,AFC North,13.9,2.1,0.0,100%,100%,100%,81%,52%,34%,17
10.2,0.1,New England,AFC East,13.0,3.0,0.0,100%,100%,99%,67%,30%,19%,17
8.5,1.0,Kansas City,AFC West,11.8,4.2,0.0,100%,100%,78%,29%,12%,7%,17
7.8,0.0,San Francisco,NFC West,12.6,3.4,0.0,58%,100%,82%,53%,35%,15%,17
5.4,-0.9,Minnesota,NFC North,10.7,5.3,0.0,0%,100%,45%,18%,8%,3%,17
5.1,0.4,New Orleans,NFC South,12.7,3.3,0.0,100%,100%,76%,42%,20%,7%,17
3.8,-0.4,Dallas,NFC East,7.9,8.1,0.0,33%,33%,19%,7%,3%,1%,17
3.6,-0.2,LA Rams,NFC West,8.8,7.2,0.0,0%,0%,0%,0%,0%,0%,17
3.4,0.8,Green Bay,NFC North,12.6,3.4,0.0,100%,100%,88%,47%,20%,7%,17
2.1,-0.4,Tennessee,AFC South,8.4,7.6,0.0,0%,53%,14%,3%,1%,0%,17
2.0,0.2,Houston,AFC South,10.6,5.4,0.0,100%,100%,60%,12%,3%,1%,17
2.0,-1.3,Seattle,NFC West,11.4,4.6,0.0,42%,100%,57%,23%,9%,3%,17
1.7,0.0,Buffalo,AFC East,10.8,5.2,0.0,0%,100%,39%,7%,2%,1%,17
0.6,0.3,Philadelphia,NFC East,8.6,7.4,0.0,67%,67%,33%,10%,3%,1%,17
0.6,-0.7,LA Chargers,AFC West,5.2,10.8,0.0,0%,0%,0%,0%,0%,0%,17
0.5,0.0,Tampa Bay,NFC South,7.6,8.4,0.0,0%,0%,0%,0%,0%,0%,17
0.0,0.1,Atlanta,NFC South,6.4,9.6,0.0,0%,0%,0%,0%,0%,0%,17
-0.2,-0.5,Pittsburgh,AFC North,8.1,7.9,0.0,0%,47%,11%,2%,0%,0%,17
-0.3,1.3,Indianapolis,AFC South,7.6,8.4,0.0,0%,0%,0%,0%,0%,0%,17
-0.5,-0.8,Chicago,NFC North,7.3,8.7,0.0,0%,0%,0%,0%,0%,0%,17
-1.2,-0.3,Cleveland,AFC North,6.6,9.4,0.0,0%,0%,0%,0%,0%,0%,17
-1.3,0.3,Denver,AFC West,6.7,9.3,0.0,0%,0%,0%,0%,0%,0%,17
-4.0,-1.3,Carolina,NFC South,5.3,10.7,0.0,0%,0%,0%,0%,0%,0%,17
